pf, N, m, T, sigma, cut, g_max, g_one, error, RDF_CS, RDF_LJ
2.000e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 1.534e+00, 1.390e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 1.532e+00, 1.392e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 1.508e+00, 1.394e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.499e+00, 1.385e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 1.504e+00, 1.391e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 1.494e+00, 1.396e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 1.495e+00, 1.390e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 1.489e+00, 1.387e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.000e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 1.470e+00, 1.383e+00, 0.000e+00, 1.758e+00, 1.522e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 1.979e+00, 1.502e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 1.918e+00, 1.496e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 1.889e+00, 1.500e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 1.853e+00, 1.500e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 1.824e+00, 1.504e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 1.804e+00, 1.512e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 1.776e+00, 1.508e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 1.760e+00, 1.513e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 1.746e+00, 1.518e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 1.715e+00, 1.523e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 1.726e+00, 1.515e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, 1.713e+00, 1.522e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 1.699e+00, 1.508e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, 1.682e+00, 1.518e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, 1.672e+00, 1.509e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, 1.656e+00, 1.505e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, 1.653e+00, 1.513e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, 1.641e+00, 1.507e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, 1.625e+00, 1.507e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 1.619e+00, 1.511e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 1.608e+00, 1.505e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 1.602e+00, 1.500e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.591e+00, 1.509e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 1.598e+00, 1.499e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 1.589e+00, 1.498e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 1.575e+00, 1.495e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 1.558e+00, 1.506e+00, 0.000e+00, 2.074e+00, 1.678e+00
2.500e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 1.564e+00, 1.498e+00, 0.000e+00, 2.074e+00, 1.678e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 2.037e+00, 1.587e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 2.010e+00, 1.607e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 1.975e+00, 1.620e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 1.955e+00, 1.628e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 1.936e+00, 1.631e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 1.908e+00, 1.643e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 1.896e+00, 1.648e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 1.880e+00, 1.651e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 1.844e+00, 1.659e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 1.841e+00, 1.658e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 1.834e+00, 1.650e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, 1.813e+00, 1.646e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 1.802e+00, 1.656e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, 1.784e+00, 1.653e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, 1.780e+00, 1.655e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, 1.781e+00, 1.655e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, 1.747e+00, 1.648e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, 1.753e+00, 1.646e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, 1.733e+00, 1.646e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 1.723e+00, 1.645e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 1.715e+00, 1.644e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 1.707e+00, 1.633e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.701e+00, 1.632e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 1.694e+00, 1.638e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 1.693e+00, 1.622e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 1.672e+00, 1.621e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 1.667e+00, 1.629e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.000e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 1.655e+00, 1.620e+00, 0.000e+00, 2.478e+00, 1.872e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 2.173e+00, 1.778e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 2.154e+00, 1.786e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 2.129e+00, 1.805e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 2.094e+00, 1.817e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 2.087e+00, 1.819e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 2.066e+00, 1.828e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 2.029e+00, 1.836e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 2.024e+00, 1.825e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 2.001e+00, 1.845e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 1.973e+00, 1.838e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 1.967e+00, 1.834e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, 1.937e+00, 1.835e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 1.926e+00, 1.831e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, 1.916e+00, 1.826e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, 1.905e+00, 1.821e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, 1.889e+00, 1.823e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, 1.881e+00, 1.812e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, 1.862e+00, 1.808e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, 1.855e+00, 1.805e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 1.832e+00, 1.805e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 1.827e+00, 1.801e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 1.823e+00, 1.799e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.800e+00, 1.789e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 1.796e+00, 1.785e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 1.791e+00, 1.780e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 1.781e+00, 1.781e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 1.772e+00, 1.772e+00, 0.000e+00, 3.004e+00, 2.115e+00
3.500e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 1.767e+00, 1.767e+00, 0.000e+00, 3.004e+00, 2.115e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 2.390e+00, 2.041e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 2.351e+00, 2.046e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 2.319e+00, 2.064e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 2.288e+00, 2.066e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 2.250e+00, 2.064e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 2.223e+00, 2.073e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 2.193e+00, 2.065e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 2.178e+00, 2.067e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 2.146e+00, 2.061e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 2.123e+00, 2.065e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 2.114e+00, 2.045e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, 2.095e+00, 2.047e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 2.071e+00, 2.040e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, 2.053e+00, 2.036e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, 2.029e+00, 2.021e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, 2.021e+00, 2.021e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, 2.010e+00, 2.010e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, 2.004e+00, 2.004e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, 1.997e+00, 1.997e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 1.987e+00, 1.987e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 1.977e+00, 1.977e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 1.981e+00, 1.981e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.968e+00, 1.968e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 1.962e+00, 1.962e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 1.952e+00, 1.952e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 1.942e+00, 1.942e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 1.933e+00, 1.933e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.000e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 1.935e+00, 1.935e+00, 0.000e+00, 3.704e+00, 2.424e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 2.621e+00, 2.385e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 2.561e+00, 2.386e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 2.512e+00, 2.376e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 2.474e+00, 2.385e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 2.440e+00, 2.366e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 2.403e+00, 2.365e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 2.358e+00, 2.348e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 2.333e+00, 2.333e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 2.319e+00, 2.319e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 2.321e+00, 2.321e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 2.295e+00, 2.295e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, 2.287e+00, 2.287e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 2.272e+00, 2.272e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, 2.253e+00, 2.253e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, 2.250e+00, 2.250e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, 2.236e+00, 2.236e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, 2.222e+00, 2.222e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, 2.218e+00, 2.218e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, 2.195e+00, 2.195e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, 2.195e+00, 2.195e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, 2.167e+00, 2.167e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, 2.159e+00, 2.159e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 2.150e+00, 2.150e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, 2.137e+00, 2.137e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, 2.128e+00, 2.128e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, 2.113e+00, 2.113e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, 2.117e+00, 2.117e+00, 0.000e+00, 4.658e+00, 2.826e+00
4.500e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, 2.096e+00, 2.096e+00, 0.000e+00, 4.658e+00, 2.826e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, 2.803e+00, 2.803e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, 2.780e+00, 2.780e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 2.749e+00, 2.749e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, 2.731e+00, 2.731e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, 2.704e+00, 2.704e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, 2.682e+00, 2.682e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, 2.660e+00, 2.660e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, 2.644e+00, 2.644e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, 2.603e+00, 2.603e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, 2.581e+00, 2.581e+00, 0.000e+00, 6.000e+00, 3.361e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, 2.564e+00, 2.564e+00, 0.000e+00, 6.000e+00, 3.361e+00
